time_idx,group_id,electricity_demand,hour,day_of_week,solar_generation,wind_generation,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168,rolling_std_168
8029,single,199813.536,18.0,0.0,490.567,896.124,201659.886,168237.372,185797.782,183896.35383333333,15880.88183608266,179933.01360714284,16010.185996685052
8030,single,198489.094,19.0,0.0,347.651,974.595,199813.536,168239.562,184243.858,185212.02733333336,15835.107439636471,180016.4407142857,16077.306068800508
8031,single,199455.632,20.0,0.0,154.011,1103.998,198489.094,170993.012,183805.07,186472.4245,15627.948668867344,180101.23378571428,16137.18909903059
8032,single,205890.12,21.0,0.0,17.446,1309.248,199455.632,179734.074,187285.036,187658.367,15481.476120005553,180194.39189285715,16203.736165935821
8033,single,217921.792,22.0,0.0,-2.927,1492.559,205890.12,193325.36,195812.726,188748.20225,15816.401754563918,180305.13644047617,16315.679020129613
8034,single,218552.554,23.0,0.0,-2.991,1631.125,217921.792,195597.244,195384.708,189773.0535833333,16886.561755641702,180436.7380238095,16529.278800269327
8035,single,215267.392,0.0,1.0,-3.853,1826.195,218552.554,194924.378,191632.322,190729.52483333333,17853.22966580177,180574.6418690476,16749.908805685605
8036,single,210742.956,1.0,1.0,-2.998,1931.672,215267.392,192651.988,186784.552,191577.15041666667,18531.097824523673,180715.3268095238,16941.501470788746
8037,single,203917.904,2.0,1.0,-2.868,1963.278,210742.956,187442.014,179859.522,192330.94075000004,18940.148893423426,180857.93635714287,17093.056888126735
8038,single,193716.952,3.0,1.0,-2.91,1945.802,203917.904,179660.79,171251.93,193017.43616666668,19053.492219031148,181001.14101190478,17185.17380174381
8039,single,183977.1,4.0,1.0,-2.85,1884.751,193716.952,171638.8,162582.476,193603.10958333334,18839.914863178223,181134.86138095238,17196.25775127323
8040,single,177113.084,5.0,1.0,-2.891,1940.903,183977.1,166041.66999999998,156483.026,194117.20541666666,18377.16105434302,181262.21033333335,17137.16181239182
8041,single,173597.464,6.0,1.0,-2.797,1916.635,177113.084,162842.07,152664.816,194578.51433333335,17770.71140439281,181385.00829761906,17032.132462070997
8042,single,172033.748,7.0,1.0,-2.877,1991.071,173597.464,161947.728,151289.412,195026.65575,17056.862528768615,181509.60739285717,16896.79995885863
8043,single,172110.114,8.0,1.0,-3.89,2092.681,172033.748,162834.208,151684.664,195446.9065833333,16314.5181435358,181633.08558333333,16749.792917922026
8044,single,175472.122,9.0,1.0,-3.071,2030.623,172110.114,167026.436,154953.612,195833.40266666666,15602.665922895696,181754.66564285714,16604.608459844832
8045,single,183970.254,10.0,1.0,-2.894,2106.963,175472.122,176252.848,163683.148,196185.30625000002,15008.637490544845,181876.7996309524,16481.29815869414
8046,single,196666.888,11.0,1.0,-2.514,2124.496,183970.254,189992.45,176507.48,196506.86483333333,14641.193518499398,181997.5562142857,16421.40897632582
8047,single,206612.448,12.0,1.0,105.864,2145.212,196666.888,201333.296,186928.716,196784.96641666666,14575.316285447176,182117.5526904762,16454.672934828486
8048,single,208530.482,13.0,1.0,779.112,2107.078,206612.448,206176.392,191046.826,197004.93108333333,14686.35464913084,182234.71776190476,16558.884586386794
8049,single,206164.498,14.0,1.0,1300.358,2153.411,208530.482,206058.122,191308.794,197103.01816666665,14757.958824052424,182338.78714285712,16669.17203050161
8050,single,203993.312,15.0,1.0,1439.389,2299.054,206164.498,205420.646,191196.714,197107.4505,14760.780996799609,182427.21395238093,16756.21723828166
8051,single,200789.056,16.0,1.0,1469.175,2894.545,203993.312,203482.146,191907.922,197047.97825000001,14728.670742035203,182503.38417857143,16825.2633026427
8052,single,197752.87,17.0,1.0,1537.455,3495.341,200789.056,201659.886,192213.248,196935.76616666667,14687.721895285044,182556.24807142856,16868.884121266845
8053,single,194706.916,18.0,1.0,1608.845,3785.917,197752.87,199813.536,192616.99,196772.97383333335,14654.699989672632,182589.22201190476,16893.270461029853
8054,single,193109.426,19.0,1.0,1471.599,4455.944,194706.916,198489.094,192448.666,196560.19799999997,14645.703246528205,182601.66204761906,16901.466539001183
8055,single,194589.424,20.0,1.0,862.431,4332.627,193109.426,199455.632,193715.078,196336.04516666665,14656.062200622702,182605.59514285714,16903.8484444372
8056,single,201877.568,21.0,1.0,103.938,4355.227,194589.424,205890.12,199564.72,196133.28650000002,14644.684240957937,182610.79958333334,16907.42358958178
8057,single,215294.358,22.0,1.0,-1.757,4741.093,201877.568,217921.792,210234.064,195966.09683333334,14551.05848932209,182624.5665357143,16922.24619225209
8058,single,217319.74,23.0,1.0,-2.917,4953.587,215294.358,218552.554,211291.902,195856.6204166667,14387.656938423168,182654.68733333334,16976.101907552566
8059,single,215097.374,0.0,2.0,-2.009,5312.738,217319.74,215267.392,208029.82,195805.2531666667,14305.067868861448,182690.5673214286,17043.228156606332
8060,single,210583.958,1.0,2.0,-1.746,5451.128,215097.374,210742.956,203232.712,195798.16908333334,14295.049475576521,182732.6360952381,17114.7216825274
8061,single,203677.956,2.0,2.0,-1.912,5591.821,210583.958,203917.904,196361.488,195791.54416666666,14287.857345778531,182776.39351190475,17176.73349066522
8062,single,194273.558,3.0,2.0,-2.021,6035.76,203677.956,193716.952,186858.672,195781.54633333333,14282.006499164874,182819.94391666667,17220.602972746678
8063,single,184989.888,4.0,2.0,-1.806,6444.186,194273.558,183977.1,177353.16,195804.73825000002,14278.959729589651,182864.08014285713,17240.506809374616
8064,single,178728.448,5.0,2.0,-1.974,6251.236,184989.888,177113.084,170743.458,195846.93775,14243.93862280045,182909.53685714284,17235.95656940532
8065,single,175475.964,6.0,2.0,-1.9,5857.951,178728.448,173597.464,167435.724,195914.24458333335,14155.106318202837,182957.0665595238,17213.201262264094
8066,single,173927.546,7.0,2.0,-2.872,5804.695,175475.964,172033.748,165862.05,195992.51541666666,14030.989596122423,183004.92513095238,17180.935288085686
8067,single,174359.266,8.0,2.0,-2.065,5696.638,173927.546,172110.114,166525.482,196071.4236666667,13895.057443152815,183052.93403571428,17143.974896989654
8068,single,177899.556,9.0,2.0,-1.965,5858.873,174359.266,175472.122,170004.218,196165.13833333334,13733.065369338752,183099.56370238095,17109.371504264003
8069,single,185777.88,10.0,2.0,-2.167,5521.338,177899.556,183970.254,178241.428,196266.28141666666,13582.146204438444,183146.55976190476,17084.01045827291
8070,single,198040.316,11.0,2.0,-1.761,4949.338,185777.88,196666.888,191223.076,196341.59916666665,13515.84597338414,183191.41959523808,17080.947727868304
8071,single,207500.354,12.0,2.0,58.525,4283.062,198040.316,206612.448,201151.86,196398.82533333334,13520.189982407064,183231.9984047619,17108.21861126233
8072,single,210368.864,13.0,2.0,261.665,3652.463,207500.354,208530.482,203138.206,196435.82141666664,13550.53401226579,183269.7870595238,17154.984401483798
8073,single,208418.148,14.0,2.0,425.955,3315.112,210368.864,206164.498,199932.39,196512.42066666667,13626.857111130228,183312.82669047618,17214.09871516688
8074,single,204143.182,15.0,2.0,875.5,2803.501,208418.148,203993.312,195626.352,196606.32275000002,13703.808614969887,183363.3371547619,17275.496846844177
8075,single,200333.78,16.0,2.0,1007.892,2484.396,204143.182,200789.056,192747.944,196612.5673333333,13707.354776178621,183414.03257142857,17324.12647432619
8076,single,197162.906,17.0,2.0,1050.319,2682.074,200333.78,197752.87,189385.28,196593.5975,13701.63740405177,183459.18635714284,17358.452051581517
8077,single,193243.248,18.0,2.0,1204.692,2723.879,197162.906,194706.916,186416.468,196569.01566666664,13699.99627219996,183505.48175,17384.703425239997
8078,single,189906.87,19.0,2.0,1167.453,2601.943,193243.248,193109.426,183630.52,196508.02950000003,13711.898518605281,183546.11734523808,17399.52066618592
8079,single,188400.37,20.0,2.0,711.819,2398.504,189906.87,194589.424,183592.796,196374.5896666667,13761.90260339015,183583.47657142856,17406.439704636916
8080,single,193746.104,21.0,2.0,106.049,2064.406,188400.37,201877.568,189823.982,196116.71241666668,13854.483659292226,183612.09308333334,17410.40653640025
8081,single,205659.44,22.0,2.0,-1.156,2090.936,193746.104,215294.358,203992.888,195777.90141666666,13806.822194390012,183635.43904761906,17421.412208925634
8082,single,207731.266,23.0,2.0,-2.593,2220.723,205659.44,217319.74,207183.02,195376.4465,13347.099573339125,183645.35900000003,17433.543639211177
8083,single,205311.826,0.0,3.0,-1.299,2193.095,207731.266,215097.374,205695.56,194976.92674999998,12793.747100404555,183648.6223690476,17438.02675198977
8084,single,201631.872,1.0,3.0,-1.462,2169.042,205311.826,210583.958,202065.116,194569.19558333335,12269.84118825435,183646.33823809525,17435.14652148332
8085,single,195153.782,2.0,3.0,-1.323,2166.965,201631.872,203677.956,196232.936,194196.192,11892.081192052596,183643.7594047619,17432.437716044195
8086,single,185593.61,3.0,3.0,-1.325,1986.803,195153.782,194273.558,187513.752,193841.01808333336,11722.6689582212,183637.33586904762,17427.969307687672
8087,single,175953.728,4.0,3.0,-1.577,1812.518,185593.61,184989.888,178852.794,193479.35358333332,11842.032127411829,183625.90645238094,17426.041413399453
8088,single,169576.858,5.0,3.0,-1.917,1665.468,175953.728,178728.448,172724.224,193102.8469166667,12259.956068735635,183608.65010714284,17432.230666292257
8089,single,166728.546,6.0,3.0,-1.958,1517.43,169576.858,175475.964,169869.038,192721.53066666666,12854.383763965388,183589.9157857143,17445.684179978445
8090,single,165237.586,7.0,3.0,-2.981,1447.135,166728.546,173927.546,169093.858,192357.05491666668,13473.72103371535,183571.2223809524,17462.149196920927
8091,single,166587.52,8.0,3.0,-1.962,1536.657,165237.586,174359.266,170520.092,191994.97325,14093.043250797124,183548.2683809524,17483.814746458393
8092,single,170338.678,9.0,3.0,-2.179,1976.25,166587.52,177899.556,174757.86800000002,191671.1505,14596.191891491357,183524.86021428573,17503.98286452479
8093,single,179758.844,10.0,3.0,-2.045,2462.259,170338.678,185777.88,183890.866,191356.11391666668,14982.828464878168,183498.55551190476,17520.54935425891
8094,single,193284.79,11.0,3.0,-1.755,2750.974,179758.844,198040.316,197206.206,191105.32074999998,15129.914027997067,183473.96014285716,17522.895442289577
8095,single,203632.018,12.0,3.0,103.09,3121.363,193284.79,207500.354,206452.594,190907.1738333333,15066.147627474285,183450.6183809524,17507.09824823366
8096,single,203741.33,13.0,3.0,803.131,3423.955,203632.018,210368.864,205819.11,190745.99316666668,14900.695971056313,183433.82923809523,17486.247518144857
8097,single,196547.104,14.0,3.0,1462.029,3636.797,203741.33,208418.148,199187.642,190469.84591666667,14579.167051540038,183421.4615,17471.048150960265
8098,single,188924.038,15.0,3.0,1606.986,2615.128,196547.104,204143.182,192575.128,189975.21908333336,14138.47411255064,183405.74401190475,17457.962334920743
8099,single,183608.242,16.0,3.0,1602.523,1719.751,188924.038,200333.78,187978.824,189341.08808333334,13812.944830967512,183384.01133333333,17448.749518886896
8100,single,179023.81,17.0,3.0,1604.39,1651.883,183608.242,197162.906,184239.972,188644.1906666667,13655.245046108037,183357.9959642857,17445.115620604163
8101,single,175622.608,18.0,3.0,1554.968,1571.377,179023.81,193243.248,181126.81,187888.39500000002,13665.229217887025,183326.9473809524,17448.17805074582
8102,single,173647.728,19.0,3.0,1262.45,1273.045,175622.608,189906.87,179738.896,187154.20166666666,13837.289543493147,183294.18427380951,17457.499305380665
8103,single,174381.392,20.0,3.0,576.278,1099.538,173647.728,188400.37,181060.548,186476.73741666667,14092.329156788128,183257.92732142858,17471.247258861276
8104,single,180294.926,21.0,3.0,84.542,976.04,174381.392,193746.104,187130.212,185892.6133333333,14298.16686367485,183218.17044047618,17483.87232066454
8105,single,194338.418,22.0,3.0,-1.704,1393.798,180294.926,205659.44,198622.248,185332.14758333334,14240.453863490158,183177.4842142857,17482.667265607066
8106,single,197586.716,23.0,3.0,-2.959,2220.453,194338.418,207731.266,200483.492,184860.43833333332,13715.678053119545,183151.98522619047,17463.118847361402
8107,single,196071.582,0.0,4.0,-1.99,3178.87,197586.716,205311.826,197522.324,184437.74875,13123.744415280735,183134.74251190474,17447.326579461034
8108,single,193537.406,1.0,4.0,-1.87,4280.587,196071.582,201631.872,193399.694,184052.73858333332,12610.231765536262,183126.10714285713,17440.520645387092
8109,single,187747.492,2.0,4.0,-1.91,4819.375,193537.406,195153.782,186505.236,183715.46916666665,12221.890033247291,183126.92685714285,17441.009630570486
8110,single,179535.794,3.0,4.0,-1.809,5209.191,187747.492,185593.61,176780.314,183406.87375000003,12012.226322552182,183134.32123809523,17442.71374600389
8111,single,170577.304,4.0,4.0,-1.97,4945.706,179535.794,175953.728,167231.848,183154.46475,12027.91456838776,183150.7229047619,17437.998066652046
8112,single,164740.744,5.0,4.0,-4.093,4640.835,170577.304,169576.858,160149.522,182930.44708333336,12216.447773588989,183170.63633333333,17421.613039991666
8113,single,161421.184,6.0,4.0,-4.158,4298.534,164740.744,166728.546,155315.418,182728.94233333334,12483.25690783595,183197.96503571427,17388.854594641718
8114,single,160336.064,7.0,4.0,-4.241,3596.125,161421.184,165237.586,153174.452,182507.80224999998,12821.455152975957,183234.3088809524,17336.53128927226
8115,single,160877.03,8.0,4.0,-4.318,3393.681,160336.064,166587.52,152626.468,182303.57216666665,13143.502198512575,183276.93752380952,17270.85518725557
8116,single,164431.876,9.0,4.0,-4.174,3575.218,160877.03,170338.678,155586.95799999998,182065.63508333336,13487.56533151369,183326.04801190476,17194.739949432325
8117,single,173010.004,10.0,4.0,-4.382,4005.519,164431.876,179758.844,163073.7,181819.5183333333,13761.960491681883,183378.69633333333,17122.68755020728
8118,single,185480.73,11.0,4.0,-3.942,4143.97,173010.004,193284.79,174994.328,181538.31666666665,13874.388635557436,183437.841,17069.20799065858
8119,single,195154.368,12.0,4.0,69.92,4199.848,185480.73,203632.018,184727.422,181213.1475,13677.170009329668,183500.2600595238,17057.315987219412
8120,single,195321.876,13.0,4.0,731.192,4188.869,195154.368,203741.33,187998.24,180859.91208333336,13173.180587149789,183562.32521428572,17080.761658667445
8121,single,188615.802,14.0,4.0,1422.763,4008.72,195321.876,196547.104,187608.666,180509.1015,12638.600770205823,183605.9182857143,17101.48370164821
8122,single,182463.17,15.0,4.0,1609.556,3112.656,188615.802,188924.038,186332.204,180178.63058333332,12300.17193415226,183611.91314285714,17103.07170106269
8123,single,177526.616,16.0,4.0,1586.089,2780.822,182463.17,183608.242,185000.392,179909.42775,12170.464902189246,183588.88317857144,17101.991657292387
8124,single,173881.71,17.0,4.0,1424.216,2573.984,177526.616,179023.81,183714.648,179656.02666666664,12153.404319774048,183544.39641666666,17108.01753004601
8125,single,171148.916,18.0,4.0,1398.654,2969.926,173881.71,175622.608,182285.852,179441.7725,12210.226931588875,183485.86702380952,17124.243951716726
8126,single,169295.534,19.0,4.0,1273.042,3140.248,171148.916,173647.728,180620.064,179255.36866666668,12304.847573732579,183419.57573809524,17150.45382790023
8127,single,169226.558,20.0,4.0,752.74,3460.131,169295.534,174381.392,180021.29,179074.02725,12422.589412576504,183352.16782142856,17183.74545832281
8128,single,173617.252,21.0,4.0,85.216,3918.353,169226.558,180294.926,183762.088,178859.24250000002,12551.149926042095,183287.91346428572,17216.426067059972
8129,single,185090.622,22.0,4.0,-4.191,4721.478,173617.252,194338.418,191207.274,178581.0060833333,12591.88953587079,183227.5275357143,17232.536725900653
8130,single,185921.13,23.0,4.0,-3.995,5074.283,185090.622,197586.716,191174.406,178195.68125,12224.879036550565,183191.11889285714,17222.03466804725
8131,single,183452.53,0.0,5.0,-4.279,5051.883,185921.13,196071.582,187227.696,177709.61516666666,11638.198791530305,183159.84939285717,17212.219177299554
8132,single,180556.022,1.0,5.0,-4.01,4728.929,183452.53,193537.406,182821.6,177183.82133333336,11042.370296562676,183137.37816666666,17209.3407162939
8133,single,175807.384,2.0,5.0,-4.125,4711.896,180556.022,187747.492,176665.504,176642.93033333332,10511.672916832233,183123.89258333333,17210.47728668225
8134,single,168194.278,3.0,5.0,-4.253,5185.126,175807.384,179535.794,168362.508,176145.4258333333,10242.362463438634,183118.7847261905,17212.532751296687
8135,single,159639.498,4.0,5.0,-4.137,5484.415,168194.278,170577.304,159194.894,175672.86266666665,10340.305932722245,183117.78335714285,17213.401235552985
8136,single,152651.558,5.0,5.0,-4.162,5236.161,159639.498,164740.744,152204.686,175217.12075,10805.239396842882,183120.4298095238,17209.735004683556
8137,single,148210.004,6.0,5.0,-4.109,4891.183,152651.558,161421.184,147872.876,174713.40466666667,11569.60823568177,183123.08976190476,17204.961898643392
8138,single,145460.968,7.0,5.0,-4.231,5044.415,148210.004,160336.064,145570.342,174162.93883333335,12505.927311484413,183125.0964761905,17200.845010850346
8139,single,144267.804,8.0,5.0,-4.237,5264.296,145460.968,160877.03,144838.406,173543.14316666665,13546.313719946413,183124.44544047618,17202.276944483438
8140,single,144982.784,9.0,5.0,-4.006,4928.02,144267.804,164431.876,145953.826,172851.09208333332,14604.467425366625,183121.049,17209.93608119739
8141,single,148118.618,10.0,5.0,-4.088,4896.274,144982.784,173010.004,150040.48,172040.71325,15597.768855767692,183115.26898809522,17222.65192455488
8142,single,153599.452,11.0,5.0,-4.047,4873.35,148118.618,185480.73,156532.61,171003.57216666665,16340.387791342235,183103.82933333336,17245.37573943347
8143,single,159246.658,12.0,5.0,18.912,4838.619,153599.452,195154.368,163118.792,169675.18558333334,16408.050676199742,183086.3700595238,17273.898791213425
8144,single,163846.896,13.0,5.0,190.563,5463.885,159246.658,195321.876,168556.226,168179.031,15600.998974249056,183063.32164285713,17303.25922345945
8145,single,167331.028,14.0,5.0,363.342,6306.35,163846.896,188615.802,171754.198,166867.5735,14504.500272036606,183035.28991666666,17330.69468994117
8146,single,168548.672,15.0,5.0,625.359,6342.036,167331.028,182463.17,173042.618,165980.70791666667,13747.892741182593,183008.96152380953,17351.282848113042
8147,single,167507.258,16.0,5.0,822.231,6202.663,168548.672,177526.616,173334.162,165400.93716666664,13308.97119009809,182982.21184523808,17370.193258283365
8148,single,165176.416,17.0,5.0,949.422,6208.547,167507.258,173881.71,172804.766,164983.46391666666,13067.021402270993,182947.52789285715,17395.372559064286
8149,single,161843.776,18.0,5.0,793.664,5908.949,165176.416,171148.916,172797.002,164620.74333333332,12929.37835917725,182902.12104761903,17431.92424818063
8150,single,159253.226,19.0,5.0,627.679,5691.091,161843.776,169295.534,172258.238,164233.02916666667,12864.460217749296,182836.92327380952,17490.33051924155
8151,single,158836.268,20.0,5.0,372.572,5141.458,159253.226,169226.558,173601.05800000002,163814.59966666668,12855.95316412689,182759.51248809524,17566.046959540636
8152,single,163892.012,21.0,5.0,57.442,4607.337,158836.268,173617.252,179629.284,163381.67091666666,12840.718976820997,182671.6268333333,17648.882458734108
8153,single,174831.264,22.0,5.0,-4.006,4419.912,163892.012,185090.622,189471.102,162976.45258333333,12655.787386774693,182577.9525952381,17706.795880228015
8154,single,176218.352,23.0,5.0,-4.055,4476.538,174831.264,185921.13,190546.074,162548.97933333335,12034.371814589602,182490.81070238096,17708.692937856762
8155,single,173596.162,0.0,6.0,-4.005,4505.823,176218.352,183452.53,188487.088,162144.69691666667,11359.102984578032,182405.52664285715,17704.16711913236
8156,single,170202.86,1.0,6.0,-4.005,4517.527,173596.162,180556.022,185347.834,161734.01491666667,10715.158995863,182316.89017857143,17710.811967689657
8157,single,165521.104,2.0,6.0,-4.089,4691.435,170202.86,175807.384,180762.716,161302.63316666667,10116.116638296353,182226.74152380953,17733.8212545832
8158,single,158060.192,3.0,6.0,-3.878,4317.856,165521.104,168194.278,174294.758,160874.03816666667,9683.519876504546,182136.01764285713,17780.28203714285
8159,single,149821.796,4.0,6.0,-4.026,3498.327,158060.192,159639.498,166477.878,160451.78458333333,9570.733197286943,182039.38332142858,17867.058791732554
8160,single,143094.396,5.0,6.0,-3.962,2729.496,149821.796,152651.558,160107.244,160042.71366666668,9813.690951056624,181940.23997619047,17999.645713925875
8161,single,138343.816,6.0,6.0,-4.026,2166.764,143094.396,148210.004,156156.32,159644.49858333333,10308.09448819676,181838.97302380952,18170.263773463954
8162,single,135926.108,7.0,6.0,-3.986,2046.64,138343.816,145460.968,154408.152,159233.40741666665,10960.050350742737,181732.9462142857,18371.875229840407
8163,single,135332.932,8.0,6.0,-3.952,2294.343,135926.108,144267.804,154184.002,158836.12158333333,11633.131543514393,181622.93404761906,18590.512889979957
8164,single,136175.758,9.0,6.0,-4.111,2218.795,135332.932,144982.784,155857.926,158463.83525,12246.422638869693,181510.72529761906,18812.68385849132
8165,single,138900.71,10.0,6.0,-3.969,2058.516,136175.758,148118.618,159270.118,158096.87583333332,12787.918508463117,181393.56953571428,19033.383628112337
8166,single,143253.948,11.0,6.0,-4.1,2021.774,138900.71,153599.452,164884.41,157712.79633333333,13231.379892440475,181272.3230595238,19238.92712170656
8167,single,148364.598,12.0,6.0,24.526,1897.579,143253.948,159246.658,170041.852,157281.73366666667,13536.224590392043,181143.5703095238,19420.776125963097
8168,single,152453.9,13.0,6.0,353.926,1760.548,148364.598,163846.896,172798.936,156828.3145,13649.3285358028,181014.5390357143,19566.44275428274
8169,single,154287.958,14.0,6.0,800.322,1515.276,152453.9,167331.028,173712.904,156353.60633333333,13592.617186805765,180893.4376309524,19680.224893423238
8170,single,155614.436,15.0,6.0,1262.973,1198.531,154287.958,168548.672,171802.494,155810.14508333334,13393.926720987516,180777.81295238095,19779.476531392247
8171,single,156619.284,16.0,6.0,1347.596,1189.743,155614.436,167507.258,170571.514,155271.21858333334,13116.426658577182,180681.4554642857,19862.718046523358
8172,single,156418.318,17.0,6.0,1317.407,1195.758,156619.284,165176.416,169545.332,154817.553,12860.61062745217,180598.4064761905,19934.28160054207
8173,single,155875.466,18.0,6.0,1280.923,1065.306,156418.318,161843.776,168237.372,154452.63225,12676.840275621455,180520.26948809525,20003.473181548765
8174,single,156448.03,19.0,6.0,1003.513,987.704,155875.466,159253.226,168239.562,154203.95266666668,12583.743271615192,180446.68671428572,20071.54717656446
8175,single,158994.624,20.0,6.0,572.082,806.229,156448.03,158836.268,170993.012,154087.0695,12547.780888836627,180376.4990238095,20135.00601435691
8176,single,166348.042,21.0,6.0,78.909,802.138,158994.624,163892.012,179734.074,154093.66766666668,12550.428158826024,180305.08004761903,20189.69350224222
8177,single,178925.166,22.0,6.0,-4.142,857.442,166348.042,174831.264,193325.36,154196.00225,12643.464512351,180225.40128571427,20218.354165356708
8178,single,181141.666,23.0,6.0,-4.194,953.246,178925.166,176218.352,195597.244,154366.5815,12957.681387597688,180139.6858452381,20192.993317854143
8179,single,179448.09,0.0,0.0,-4.061,1101.546,181141.666,173596.162,194924.378,154571.71958333332,13351.64861417507,180053.64073809524,20157.499539575463
8180,single,176925.088,1.0,0.0,-4.085,1438.131,179448.09,170202.86,192651.988,154815.54991666667,13761.331291078139,179961.51997619047,20124.46923039218
8181,single,171782.612,2.0,0.0,-4.264,1989.714,176925.088,165521.104,187442.014,155095.64275,14151.028553085347,179867.90747619048,20101.649085908455
8182,single,164423.98,3.0,0.0,-4.026,2790.864,171782.612,158060.192,179660.79,155356.53891666667,14407.000270967164,179774.69675,20102.623941185775
8183,single,156957.922,4.0,0.0,-4.183,3309.358,164423.98,149821.796,171638.8,155621.69675,14517.065588835589,179684.00145238094,20137.48200927487
8184,single,150897.016,5.0,0.0,-4.25,3596.073,156957.922,143094.396,166041.66999999998,155919.03533333333,14466.098674451614,179596.6152738095,20204.345719561075
8185,single,147844.688,6.0,0.0,-4.134,4049.875,150897.016,138343.816,162842.07,156244.14450000002,14251.432957127694,179506.46852380954,20298.75192622718
8186,single,146454.61,7.0,0.0,-4.32,4421.77,147844.688,135926.108,161947.728,156640.01416666666,13859.143666187296,179417.19839285713,20405.17655054847
8187,single,147037.836,8.0,0.0,-4.126,3952.553,146454.61,135332.932,162834.208,157078.70175,13331.562221218152,179324.97745238096,20519.29374940194
8188,single,150656.988,9.0,0.0,-4.063,3796.409,147037.836,136175.758,167026.436,157566.40608333334,12700.624136540182,179230.95142857142,20631.19915528257
8189,single,159533.498,10.0,0.0,-4.097,3704.401,150656.988,138900.71,176252.848,158169.79066666667,11962.763079514987,179133.51423809523,20727.61348051908
8190,single,173621.514,11.0,0.0,-4.09,3325.54,159533.498,143253.948,189992.45,159029.49016666666,11237.169189109181,179033.99429761904,20781.59450373828
8191,single,186141.024,12.0,0.0,-1.488,3426.855,173621.514,148364.598,201333.296,160294.80541666664,11092.371500039582,178936.54825000002,20768.279852060594
8192,single,192945.348,13.0,0.0,46.941,3546.816,186141.024,152453.9,206176.392,161868.82316666667,11971.292886081192,178846.1180595238,20703.148266369564
8193,single,196717.306,14.0,0.0,73.943,3127.505,192945.348,154287.958,206058.122,163555.96683333334,13359.52250320717,178767.36184523808,20623.57242725261
8194,single,199501.116,15.0,0.0,84.302,3512.546,196717.306,155614.436,205420.646,165323.85633333333,14808.53952166158,178711.76175,20562.056806450215
8195,single,200812.628,16.0,0.0,107.125,3495.982,199501.116,156619.284,203482.146,167152.468,16201.577920523623,178676.52645238096,20521.04517165584
8196,single,201622.244,17.0,0.0,150.311,3963.242,200812.628,156418.318,201659.886,168993.85733333332,17418.102998395338,178660.63646428572,20502.7478903867
8197,single,201192.174,18.0,0.0,213.004,4223.926,201622.244,155875.466,199813.536,170877.35425,18414.671784187987,178660.4124047619,20502.495247506493
8198,single,199528.222,19.0,0.0,278.351,3884.681,201192.174,156448.03,198489.094,172765.55041666667,19119.382335192873,178668.61858333336,20511.286556935684
8199,single,197885.894,20.0,0.0,284.3,3788.057,199528.222,158994.624,199455.632,174560.55841666667,19538.49910647,178674.8038690476,20517.45506485688
8200,single,202778.272,21.0,0.0,49.404,3595.653,197885.894,166348.042,205890.12,176181.02800000002,19802.358922273153,178665.4601904762,20508.290160979992
8201,single,214071.372,22.0,0.0,-4.493,3390.375,202778.272,178925.166,217921.792,177698.95424999998,20403.000638971578,178646.9372857143,20484.94586154964
8202,single,215389.804,23.0,0.0,-4.539,3316.604,214071.372,181141.666,218552.554,179163.3795,21714.02691601403,178624.01811904763,20442.851593734136
8203,single,212218.262,0.0,1.0,-4.475,2961.753,215389.804,179448.09,215267.392,180590.38525000002,22940.418211609187,178605.19222619047,20407.28644184952
8204,single,207768.454,1.0,1.0,-4.361,2876.765,212218.262,176925.088,210742.956,181955.80908333336,23827.565962506782,178587.04264285715,20375.816649959837
8205,single,201063.028,2.0,1.0,-4.628,2559.625,207768.454,171782.612,203917.904,183240.94933333332,24370.03070855739,178569.33727380953,20348.98242741553
8206,single,192062.042,3.0,1.0,-4.333,2298.139,201063.028,164423.98,193716.952,184460.96666666667,24504.013427651393,178552.3439642857,20328.869343548977
8207,single,182791.552,4.0,1.0,-4.326,2102.326,192062.042,156957.922,183977.1,185612.55258333334,24168.557917816623,178542.4933095238,20321.876859670563
8208,single,176214.78,5.0,1.0,-4.4,1699.136,182791.552,150897.016,177113.084,186688.95383333333,23399.929627186633,178535.43647619046,20320.18414759548
8209,single,172967.402,6.0,1.0,-4.439,1536.299,176214.78,147844.688,173597.464,187743.86066666665,22259.088883454395,178530.08942857143,20320.67884992452
8210,single,172048.584,7.0,1.0,-4.534,1490.956,172967.402,146454.61,172033.748,188790.64041666666,20847.107687156906,178526.33905952383,20321.65278133521
8211,single,172641.758,8.0,1.0,-4.559,1855.958,172048.584,147037.836,172110.114,189857.056,19174.83274011632,178526.4273690476,20321.62443048049
8212,single,176990.708,9.0,1.0,-4.559,2171.881,172641.758,150656.988,175472.122,190923.88608333332,17310.555580517914,178529.59191666666,20320.66065061508
8213,single,186489.6,10.0,1.0,-4.582,2176.094,176990.708,159533.498,183970.254,192021.1244166667,15373.45071281872,178538.6311190476,20319.630186640603
8214,single,200590.67,11.0,1.0,-4.52,2154.808,186489.6,173621.514,196666.888,193144.2953333333,13801.014895317725,178553.6272261905,20324.59183327321
8215,single,211101.622,12.0,1.0,80.723,1989.599,200590.67,186141.024,206612.448,194268.01016666667,13228.375534179806,178576.98307142858,20347.772456421735
