timestamp,target,group_id,solar,wind,hour,day_of_week,day_of_month,month,week_of_year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168,rolling_std_168
2022-09-06 12:00:00,191174.802,single,490.47,881.84,12,1,6,9,36,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,185512.756,160987.488,203901.398,186079.4125,22623.96488683596,193836.87332142857,33059.72437943348
2022-09-06 13:00:00,196313.086,single,1037.85,644.473,13,1,6,9,36,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,191174.802,171468.376,212953.714,187337.21725000002,21998.809926035454,193761.1197738095,33051.10411350074
2022-09-06 14:00:00,201766.494,single,1789.111,409.159,14,1,6,9,36,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,196313.086,182594.424,223447.532,188372.4135,21803.293154034316,193662.06841666665,33018.1599699667
2022-09-06 15:00:00,206724.262,single,2218.706,283.232,15,1,6,9,36,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,201766.494,193211.634,234703.846,189171.24975,21933.222279150505,193533.0146190476,32943.33041235858
2022-09-06 16:00:00,211780.048,single,2528.851,281.247,16,1,6,9,36,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,206724.262,201639.664,244267.674,189734.27591666664,22213.097468746706,193366.46947619048,32804.377163654055
2022-09-06 17:00:00,217122.714,single,2597.023,363.935,17,1,6,9,36,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,211780.048,208339.794,252768.418,190156.79191666667,22543.380796027694,193173.09075,32597.626813738334
2022-09-06 18:00:00,220493.902,single,2591.144,512.896,18,1,6,9,36,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,217122.714,212003.618,257942.194,190522.74691666666,22919.535660930844,192960.9139404762,32322.245261587777
2022-09-06 19:00:00,222464.746,single,2218.086,530.155,19,1,6,9,36,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,220493.902,213860.04,260888.08,190876.50875000004,23327.401706901754,192738.00744047618,31998.93806030794
2022-09-06 20:00:00,224349.76,single,2059.392,634.75,20,1,6,9,36,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,222464.746,215480.032,260477.154,191235.03816666667,23758.15228753624,192509.29711904764,31644.271738946885
2022-09-06 21:00:00,224672.566,single,1585.325,729.002,21,1,6,9,36,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,224349.76,215439.286,257146.09,191604.61016666665,24216.26517330937,192294.25310714287,31300.50653749091
